Source,Target,Type,weight,year
Design space Exploration,reconfiguration,Directed,1,2008
Design space Exploration,mapping,Directed,1,2008
Design space Exploration,reconfiguration,Directed,1,2008
Design space Exploration,NoC for different applications,Directed,1,2008
Design space Exploration,QoS,Directed,1,2008
Design space Exploration,topology,Directed,1,2008
Design space Exploration,Routing,Directed,1,2008
Design space Exploration,flow control,Directed,1,2008
router design,router design,Directed,1,2008
router design,NoC for manycore,Directed,1,2008
flow control,router design,Directed,1,2008
flow control,NoC for manycore,Directed,1,2008
NoC for FPGA,router design,Directed,1,2008
NoC for FPGA,NoC for manycore,Directed,1,2008
deadlock,router design,Directed,1,2008
deadlock,topology,Directed,1,2008
deadlock,Routing,Directed,1,2008
NoC for memory,router design,Directed,1,2008
NoC for memory,topology,Directed,1,2008
NoC for memory,Routing,Directed,1,2008
deadlock,router design,Directed,1,2008
NoC for memory,router design,Directed,1,2008
deadlock,router design,Directed,1,2008
deadlock,NoC for manycore,Directed,1,2008
NoC for memory,router design,Directed,1,2008
NoC for memory,NoC for manycore,Directed,1,2008
router design,topology,Directed,1,2009
router design,NoC for manycore,Directed,1,2009
router design,GALS,Directed,1,2009
router design,flow control,Directed,1,2009
router design,topology,Directed,1,2009
router design,Link,Directed,1,2009
router design,mapping,Directed,1,2009
traffic modeling,topology,Directed,1,2008
traffic modeling,deadlock,Directed,1,2008
traffic modeling,Routing,Directed,1,2008
traffic modeling,Emulation and Simulation/Simulator,Directed,1,2008
traffic modeling,mapping,Directed,1,2008
traffic modeling,mapping,Directed,1,2008
modeling,flow control,Directed,1,2009
modeling,mapping,Directed,1,2009
modeling,NoC for memory,Directed,1,2009
modeling,NoC for FPGA,Directed,1,2009
modeling,topology,Directed,1,2009
modeling,physical design,Directed,1,2009
modeling,emerge technology,Directed,1,2009
modeling,mapping,Directed,1,2009
modeling,modeling,Directed,1,2009
modeling,emerge technology,Directed,1,2009
modeling,topology,Directed,1,2009
Routing,topology,Directed,1,2009
Routing,emerge technology,Directed,1,2009
Routing,mapping,Directed,1,2009
Routing,router design,Directed,1,2009
Routing,topology,Directed,1,2009
Routing,mapping,Directed,1,2009
Routing,topology,Directed,1,2009
Routing,topology,Directed,1,2009
Routing,Design space Exploration,Directed,1,2009
Routing,Process Variation,Directed,1,2009
Routing,temperature,Directed,1,2009
Routing,Design space Exploration,Directed,1,2009
Routing,Process Variation,Directed,1,2009
multicast,Design space Exploration,Directed,1,2009
multicast,Process Variation,Directed,1,2009
multicast,temperature,Directed,1,2009
multicast,Design space Exploration,Directed,1,2009
multicast,Process Variation,Directed,1,2009
Routing,NoC for manycore,Directed,1,2009
multicast,NoC for manycore,Directed,1,2009
Routing,Routing,Directed,1,2009
Routing,router design,Directed,1,2009
multicast,Routing,Directed,1,2009
multicast,router design,Directed,1,2009
Routing,emerge technology,Directed,1,2009
multicast,emerge technology,Directed,1,2009
Routing,modeling,Directed,1,2009
Routing,router design,Directed,1,2009
multicast,modeling,Directed,1,2009
multicast,router design,Directed,1,2009
topology,mapping,Directed,1,2008
topology,Reliability,Directed,1,2008
topology,Reliability,Directed,1,2008
topology,power/thermal management,Directed,1,2008
Design space Exploration,NoC for manycore,Directed,1,2009
Design space Exploration,router design,Directed,1,2009
Design space Exploration,topology,Directed,1,2009
Design space Exploration,mapping,Directed,1,2009
Design space Exploration,topology,Directed,1,2009
Design space Exploration,topology,Directed,1,2009
Design space Exploration,Link,Directed,1,2009
Design space Exploration,topology,Directed,1,2009
Design space Exploration,Link,Directed,1,2009
Design space Exploration,topology,Directed,1,2009
Design space Exploration,Reliability,Directed,1,2009
Design space Exploration,Link,Directed,1,2009
Design space Exploration,topology,Directed,1,2009
Design space Exploration,emerge technology,Directed,1,2009
Design space Exploration,modeling,Directed,1,2009
Design space Exploration,emerge technology,Directed,1,2009
Design space Exploration,topology,Directed,1,2009
Design space Exploration,Routing,Directed,1,2009
Design space Exploration,deadlock,Directed,1,2009
Design space Exploration,Emulation and Simulation/Simulator,Directed,1,2009
Design space Exploration,topology,Directed,1,2009
Design space Exploration,NoC for different applications,Directed,1,2009
Design space Exploration,NoC for memory,Directed,1,2009
Design space Exploration,emerge technology,Directed,1,2009
Design space Exploration,mapping,Directed,1,2009
Design space Exploration,emerge technology,Directed,1,2009
Design space Exploration,topology,Directed,1,2009
Design space Exploration,emerge technology,Directed,1,2009
flow control,flow control,Directed,1,2008
flow control,router design,Directed,1,2008
flow control,NoC for manycore,Directed,1,2008
NoC for memory,flow control,Directed,1,2008
NoC for memory,router design,Directed,1,2008
NoC for memory,NoC for manycore,Directed,1,2008
flow control,router design,Directed,1,2008
NoC for memory,router design,Directed,1,2008
flow control,NoC for realtime (critical) systems,Directed,1,2008
flow control,deadlock,Directed,1,2008
flow control,NoC for different applications,Directed,1,2008
NoC for memory,NoC for realtime (critical) systems,Directed,1,2008
NoC for memory,deadlock,Directed,1,2008
NoC for memory,NoC for different applications,Directed,1,2008
flow control,reconfiguration,Directed,1,2008
flow control,flow control,Directed,1,2008
NoC for memory,reconfiguration,Directed,1,2008
NoC for memory,flow control,Directed,1,2008
NoC for different applications,mapping,Directed,1,2008
NoC for different applications,topology,Directed,1,2008
NoC for different applications,Routing,Directed,1,2008
NoC for different applications,emerge technology,Directed,1,2008
router designs,reconfiguration,Directed,1,2008
router designs,Routing,Directed,1,2008
router designs,router design,Directed,1,2008
Routing,NoC for manycore,Directed,1,2008
Routing,topology,Directed,1,2008
Routing,Routing,Directed,1,2008
Routing,topology,Directed,1,2008
Routing,mapping,Directed,1,2008
flow control,topology,Directed,1,2008
flow control,mapping,Directed,1,2008
Routing,mapping,Directed,1,2008
Routing,Routing,Directed,1,2008
Routing,flow control,Directed,1,2008
flow control,mapping,Directed,1,2008
flow control,Routing,Directed,1,2008
flow control,flow control,Directed,1,2008
Routing,mapping,Directed,1,2008
Routing,Routing Routing,Directed,1,2008
Routing,deadlock,Directed,1,2008
flow control,mapping,Directed,1,2008
flow control,Routing Routing,Directed,1,2008
flow control,deadlock,Directed,1,2008
Routing,Routing,Directed,1,2008
flow control,Routing,Directed,1,2008
Routing,emerge technology,Directed,1,2008
Routing,mapping,Directed,1,2008
flow control,emerge technology,Directed,1,2008
flow control,mapping,Directed,1,2008
Reliability,Reconfiguration,Directed,1,2008
Reliability,Routing,Directed,1,2008
Design space Exploration,NoC for manycore,Directed,1,2008
Design space Exploration,modeling,Directed,1,2008
Design space Exploration,router design,Directed,1,2008
Design space Exploration,Emulation and Simulation/Simulator,Directed,1,2008
Design space Exploration,modeling,Directed,1,2008
Design space Exploration,performance,Directed,1,2008
Design space Exploration,mapping,Directed,1,2008
Design space Exploration,power consumption,Directed,1,2008
Design space Exploration,Reliability,Directed,1,2008
Design space Exploration,router design,Directed,1,2008
Design space Exploration,flow control,Directed,1,2008
Design space Exploration,mapping,Directed,1,2008
Design space Exploration,router design,Directed,1,2008
Design space Exploration,topology,Directed,1,2008
Design space Exploration,topology,Directed,1,2008
Design space Exploration,power consumption,Directed,1,2008
Design space Exploration,mapping,Directed,1,2008
Design space Exploration,Emulation and Simulation/Simulator,Directed,1,2008
Design space Exploration,topology,Directed,1,2008
Design space Exploration,topology,Directed,1,2008
Design space Exploration,Routing,Directed,1,2008
Design space Exploration,emerge technology,Directed,1,2008
Design space Exploration,topology,Directed,1,2008
flow control,flow control,Directed,1,2008
flow control,flow control,Directed,1,2008
flow control,router design,Directed,1,2008
flow control,QoS,Directed,1,2008
flow control,flow control,Directed,1,2008
flow control,testing and diagnosis,Directed,1,2008
flow control,Verification,Directed,1,2008
flow control,testing and diagnosis,Directed,1,2008
NoC for memory,mapping,Directed,1,2008
NoC for memory,router design,Directed,1,2008
NoC for memory,topology,Directed,1,2008
NoC for memory,modeling,Directed,1,2008
NoC for memory,router design,Directed,1,2008
distributed,Emulation and Simulation/Simulator,Directed,1,2008
distributed,modeling,Directed,1,2008
Debug,Emulation and Simulation/Simulator,Directed,1,2008
Debug,modeling,Directed,1,2008
distributed,mapping,Directed,1,2008
Debug,mapping,Directed,1,2008
distributed,debug,Directed,1,2008
Debug,debug,Directed,1,2008
GALS,NoC for manycore,Directed,1,2009
mapping,NoC for manycore,Directed,1,2009
GALS,modeling,Directed,1,2009
GALS,router design,Directed,1,2009
mapping,modeling,Directed,1,2009
mapping,router design,Directed,1,2009
GALS,router design,Directed,1,2009
mapping,router design,Directed,1,2009
Link,modeling,Directed,1,2008
Link,router design,Directed,1,2008
Link,router design,Directed,1,2008
Routing,mapping,Directed,1,2007
Routing,emerge technology,Directed,1,2007
Routing,topology,Directed,1,2007
Routing,router design,Directed,1,2007
Routing,Routing,Directed,1,2007
Routing,flow control,Directed,1,2007
Routing,mapping,Directed,1,2007
Routing,NoC for memory,Directed,1,2007
Routing,NoC for FPGA,Directed,1,2007
Routing,topology,Directed,1,2007
Routing,physical design,Directed,1,2007
Verification,topology,Directed,1,2007
Verification,Routing,Directed,1,2007
Verification,emerge technology,Directed,1,2007
Verification,Reliability,Directed,1,2007
Verification,flow control,Directed,1,2007
Verification,flow control,Directed,1,2007
Verification,Routing,Directed,1,2007
Verification,topology,Directed,1,2007
Verification,emerge technology,Directed,1,2007
Verification,mapping,Directed,1,2007
modeling,flow control,Directed,1,2007
flow control,topology,Directed,1,2007
flow control,flow control,Directed,1,2007
flow control,QoS,Directed,1,2007
flow control,Routing,Directed,1,2007
flow control,flow control,Directed,1,2007
flow control,mapping,Directed,1,2007
flow control,NoC for memory,Directed,1,2007
flow control,NoC for FPGA,Directed,1,2007
flow control,topology,Directed,1,2007
flow control,physical design,Directed,1,2007
flow control,Routing,Directed,1,2007
flow control,mapping,Directed,1,2007
mapping,mapping,Directed,1,2007
mapping,mapping,Directed,1,2007
mapping,reconfiguration,Directed,1,2007
mapping,QoS,Directed,1,2007
mapping,mapping,Directed,1,2007
mapping,Routing,Directed,1,2007
mapping,flow control,Directed,1,2007
mapping,Verification,Directed,1,2007
mapping,mapping,Directed,1,2007
mapping,mapping,Directed,1,2007
mapping,reconfiguration,Directed,1,2007
mapping,mapping,Directed,1,2007
mapping,Routing,Directed,1,2007
mapping,power consumption,Directed,1,2007
mapping,mapping,Directed,1,2007
mapping,Routing,Directed,1,2007
Link,mapping,Directed,1,2008
adaptive,mapping,Directed,1,2008
dvfs,mapping,Directed,1,2008
emerge technology,mapping,Directed,1,2008
power/thermal management,mapping,Directed,1,2008
emerge technology,topology,Directed,1,2009
emerge technology,NoC for different applications,Directed,1,2009
emerge technology,mapping,Directed,1,2009
emerge technology,emerge technology,Directed,1,2009
emerge technology,topology,Directed,1,2009
emerge technology,emerge technology,Directed,1,2009
emerge technology,topology,Directed,1,2009
emerge technology,Routing,Directed,1,2009
emerge technology,deadlock,Directed,1,2009
emerge technology,Emulation and Simulation/Simulator,Directed,1,2009
Design space Exploration,mapping,Directed,1,2007
Design space Exploration,NoC for memory,Directed,1,2007
Design space Exploration,NoC for FPGA,Directed,1,2007
Design space Exploration,topology,Directed,1,2007
Design space Exploration,physical design,Directed,1,2007
Process Variation,mapping,Directed,1,2007
Process Variation,NoC for memory,Directed,1,2007
Process Variation,NoC for FPGA,Directed,1,2007
Process Variation,topology,Directed,1,2007
Process Variation,physical design,Directed,1,2007
temperature,mapping,Directed,1,2007
temperature,NoC for memory,Directed,1,2007
temperature,NoC for FPGA,Directed,1,2007
temperature,topology,Directed,1,2007
temperature,physical design,Directed,1,2007
Design space Exploration,mapping,Directed,1,2007
Design space Exploration,NoC for memory,Directed,1,2007
Design space Exploration,NoC for FPGA,Directed,1,2007
Design space Exploration,topology,Directed,1,2007
Design space Exploration,physical design,Directed,1,2007
Process Variation,mapping,Directed,1,2007
Process Variation,NoC for memory,Directed,1,2007
Process Variation,NoC for FPGA,Directed,1,2007
Process Variation,topology,Directed,1,2007
Process Variation,physical design,Directed,1,2007
Design space Exploration,flow control,Directed,1,2007
Design space Exploration,router design,Directed,1,2007
Design space Exploration,NoC for manycore,Directed,1,2007
Process Variation,flow control,Directed,1,2007
Process Variation,router design,Directed,1,2007
Process Variation,NoC for manycore,Directed,1,2007
temperature,flow control,Directed,1,2007
temperature,router design,Directed,1,2007
temperature,NoC for manycore,Directed,1,2007
Design space Exploration,flow control,Directed,1,2007
